Student_ID,Gender,Age,Major,Attendance_Pct,Study_Hours_Per_Day,Previous_CGPA,Sleep_Hours,Social_Hours_Week,Final_CGPA,Number_of_Subjects,Average_Score
ID02283,Male,23,Engineering,100.0,8.9,3.15,5.7,6,3.82,5,87.09
ID02284,Male,21,Mathematics,98.5,5.5,3.45,7.7,8,3.84,7,82.08
ID02285,Male,19,Business,69.7,7.2,2.64,5.9,8,2.75,7,67.66
ID02286,Male,18,Business,68.7,5.0,3.28,5.6,9,3.21,8,71.4
ID02287,Female,20,Mathematics,74.5,2.9,3.23,9.6,7,3.01,8,75.56
ID02288,Male,21,Mathematics,99.6,8.3,3.01,4.3,4,3.67,8,76.17
ID02289,Male,23,Economics,61.4,4.6,2.64,6.2,8,2.6,8,59.68
ID02290,Male,24,Mathematics,90.9,3.0,3.4,7.3,3,3.83,6,75.46
ID02291,Female,23,Computer Science,90.4,2.5,3.45,6.1,9,3.69,5,72.69
ID02292,Male,19,Engineering,100.0,4.7,3.16,7.2,6,3.38,5,80.55
ID02293,Male,23,Economics,87.7,7.5,2.56,5.0,6,2.91,5,74.56
ID02294,Male,23,Computer Science,64.9,5.2,2.84,4.2,4,2.68,7,65.53
ID02295,Male,20,Economics,70.6,3.2,3.07,5.7,6,3.17,7,65.45
ID02296,Male,24,Engineering,67.3,5.1,3.44,7.2,8,3.45,8,73.99
ID02297,Male,20,Economics,76.9,6.3,2.31,6.7,8,2.57,4,63.27
ID02298,Male,20,Computer Science,82.3,1.3,2.82,8.0,11,3.01,6,61.71
ID02299,Male,18,Psychology,67.5,1.7,2.9,4.9,11,2.81,5,59.59
ID02300,Male,23,Engineering,100.0,6.0,3.06,6.1,7,3.41,8,79.83
ID02301,Female,23,Business,65.1,1.6,2.45,6.9,11,2.22,5,55.42
ID02302,Female,23,Engineering,100.0,3.6,2.99,5.5,8,3.34,4,69.62
ID02303,Male,22,Engineering,100.0,4.3,2.94,7.2,4,3.39,6,70.87
ID02304,Male,20,Engineering,98.5,2.1,2.58,6.6,8,2.68,8,59.05
ID02305,Female,21,Psychology,74.6,3.6,3.04,7.7,8,3.16,8,70.25
ID02306,Male,19,Computer Science,90.1,4.3,2.83,7.4,5,3.23,4,70.79
ID02307,Male,24,Business,65.8,7.7,3.35,4.2,9,3.35,5,79.43
ID02308,Female,21,Computer Science,98.7,7.2,2.66,9.2,7,3.2,4,71.36
ID02309,Male,24,Economics,83.9,4.7,3.14,4.0,11,3.5,5,78.9
ID02310,Male,18,Economics,78.9,2.7,2.7,4.7,15,2.59,6,60.42
ID02311,Male,18,Economics,66.6,7.3,2.8,6.9,11,2.89,5,70.25
ID02312,Female,24,Computer Science,47.8,7.5,3.25,7.4,12,3.19,4,74.2
ID02313,Male,23,Mathematics,69.4,2.5,3.22,6.6,14,3.06,6,63.66
ID02314,Female,21,Psychology,100.0,4.5,2.89,6.2,11,3.14,4,72.1
ID02315,Female,23,Mathematics,79.0,3.0,2.97,6.9,8,2.87,5,67.13
ID02316,Male,22,Economics,82.5,4.8,2.37,7.8,5,2.82,4,71.38
ID02317,Male,18,Psychology,94.8,2.4,3.8,5.3,9,4.0,4,81.65
ID02318,Male,18,Computer Science,100.0,6.2,3.44,5.3,10,3.63,6,89.52
ID02319,Male,21,Economics,100.0,4.8,3.43,5.7,6,3.78,8,85.38
ID02320,Male,18,Computer Science,70.4,2.4,2.3,9.0,11,1.98,7,55.13
ID02321,Female,22,Psychology,55.9,5.9,2.8,7.6,11,2.81,4,61.31
ID02322,Female,22,Computer Science,100.0,2.7,2.93,7.9,7,3.33,4,73.87
ID02323,Female,22,Computer Science,100.0,1.1,2.13,9.4,8,2.32,5,51.99
ID02324,Male,19,Business,87.8,2.0,3.54,8.2,7,3.59,7,79.43
ID02325,Female,22,Mathematics,65.9,6.6,3.83,7.2,3,4.0,7,82.94
ID02326,Female,22,Mathematics,99.4,9.4,4.0,9.3,7,4.0,8,90.7
ID02327,Female,19,Mathematics,83.4,9.6,2.58,5.5,8,3.11,5,74.5
ID02328,Male,23,Engineering,83.3,2.8,3.16,6.6,10,3.26,4,71.84
ID02329,Female,20,Business,98.4,3.6,3.76,8.7,9,3.99,4,82.79
ID02330,Male,18,Economics,90.0,3.1,2.97,4.0,8,3.04,4,71.68
ID02331,Male,22,Economics,67.2,4.0,2.82,5.8,4,2.81,4,61.02
ID02332,Male,18,Economics,80.1,1.6,2.17,8.2,10,2.49,8,49.14
ID02333,Female,21,Mathematics,94.9,2.9,3.67,7.2,4,4.0,5,79.77
ID02334,Female,18,Mathematics,92.7,4.5,3.09,7.8,12,3.39,8,74.76
ID02335,Male,24,Business,88.9,6.7,2.74,4.1,7,3.08,6,72.25
ID02336,Male,23,Computer Science,99.0,4.7,3.24,5.7,10,3.7,6,82.38
ID02337,Male,19,Mathematics,79.6,3.5,3.18,8.0,5,3.05,6,68.07
ID02338,Male,18,Economics,87.7,2.1,3.18,5.6,9,3.49,8,70.79
ID02339,Male,18,Computer Science,34.4,6.9,2.99,8.2,7,2.61,4,63.72
ID02340,Male,18,Mathematics,78.3,1.5,3.91,7.4,13,3.8,4,71.67
ID02341,Female,20,Psychology,96.5,1.7,3.03,5.2,7,3.26,6,65.23
ID02342,Male,20,Engineering,79.1,5.6,3.91,7.5,6,4.0,5,84.77
ID02343,Male,21,Mathematics,78.0,6.0,3.38,8.1,13,3.46,6,83.92
ID02344,Male,19,Psychology,69.4,0.6,3.28,7.5,8,3.16,7,65.39
ID02345,Female,18,Business,100.0,3.5,3.04,7.8,8,3.41,6,68.62
ID02346,Female,18,Psychology,93.2,1.0,3.59,4.4,8,3.56,5,65.33
ID02347,Female,18,Business,97.4,3.6,3.16,10.0,11,3.42,5,77.2
ID02348,Male,18,Mathematics,59.1,3.2,2.63,10.0,8,2.43,7,57.05
ID02349,Female,20,Business,82.6,8.3,2.62,9.1,8,2.96,5,76.7
ID02350,Male,23,Psychology,80.8,5.1,3.31,7.2,5,3.54,6,73.27
ID02351,Female,23,Engineering,80.8,5.2,2.65,6.4,10,3.02,6,68.09
ID02352,Female,21,Computer Science,75.8,7.6,3.07,6.4,11,3.25,7,78.9
ID02353,Female,24,Computer Science,79.8,7.7,3.63,8.2,9,3.62,7,83.92
ID02354,Female,22,Engineering,97.7,4.3,3.25,8.6,3,3.54,6,76.43
ID02355,Female,19,Economics,56.3,2.7,2.74,6.0,7,2.4,5,57.23
ID02356,Male,23,Computer Science,100.0,6.5,3.8,7.0,10,4.0,5,91.88
ID02357,Female,24,Mathematics,92.3,6.3,3.37,8.9,8,3.7,6,81.97
ID02358,Male,18,Economics,84.4,5.6,3.61,6.8,9,4.0,5,84.86
ID02359,Male,23,Mathematics,98.6,4.3,1.97,7.2,6,2.45,7,58.95
ID02360,Male,21,Psychology,63.2,3.6,3.27,9.1,7,3.19,5,63.98
ID02361,Male,22,Psychology,75.0,7.8,3.52,8.8,7,3.68,7,88.68
ID02362,Male,23,Economics,83.2,3.2,3.95,8.2,12,4.0,7,79.7
ID02363,Male,21,Economics,100.0,2.6,2.37,5.4,13,2.66,8,61.08
ID02364,Male,20,Economics,84.3,3.4,3.7,5.4,8,3.98,4,78.55
ID02365,Female,22,Economics,91.8,2.3,3.92,5.9,7,3.99,7,81.65
ID02366,Male,21,Business,76.2,6.3,2.09,6.2,8,2.22,4,59.23
ID02367,Male,24,Economics,92.3,4.3,3.34,7.3,8,3.82,5,77.55
ID02368,Female,23,Economics,100.0,1.0,3.41,6.9,8,3.66,4,73.77
ID02369,Male,20,Psychology,99.9,5.1,2.94,6.8,6,3.53,4,76.12
ID02370,Female,24,Mathematics,83.8,3.5,2.85,6.6,8,3.32,4,60.07
ID02371,Female,21,Psychology,95.1,4.0,3.43,5.7,11,3.65,4,84.58
ID02372,Female,21,Computer Science,93.7,4.6,2.79,6.3,7,3.09,8,70.55
ID02373,Female,24,Business,92.6,2.9,2.99,10.0,4,3.03,4,71.8
ID02374,Male,23,Business,100.0,2.6,3.51,8.0,10,3.75,5,74.33
ID02375,Female,22,Mathematics,100.0,5.6,3.98,7.0,7,4.0,7,89.51
ID02376,Male,20,Economics,83.1,1.8,3.37,4.7,7,3.32,8,68.7
ID02377,Male,18,Psychology,94.6,2.2,3.17,5.5,8,3.19,8,76.05
ID02378,Female,19,Computer Science,79.3,2.5,2.84,6.9,10,2.8,4,62.12
ID02379,Male,22,Psychology,71.2,6.8,2.59,9.0,9,2.84,8,69.29
ID02380,Female,20,Economics,81.0,7.9,3.65,7.3,9,4.0,7,84.29
ID02381,Female,24,Economics,83.9,2.5,3.02,7.3,11,3.27,4,66.14
ID02382,Female,21,Engineering,60.1,2.2,3.68,8.7,3,3.49,6,69.29
ID02383,Female,24,Psychology,97.9,4.3,2.94,5.5,9,3.15,8,77.35
ID02384,Male,20,Mathematics,43.5,3.5,2.78,9.1,7,2.49,5,50.43
ID02385,Male,24,Psychology,100.0,6.4,3.31,6.4,9,3.78,4,79.37
ID02386,Female,24,Business,100.0,5.3,3.06,8.7,9,3.34,8,71.83
ID02387,Male,19,Computer Science,81.1,9.9,2.5,9.5,8,3.22,8,71.19
ID02388,Female,23,Mathematics,85.1,2.3,4.0,5.6,11,4.0,8,78.44
ID02389,Female,19,Engineering,89.5,6.3,2.79,7.0,12,3.39,8,68.49
ID02390,Female,18,Computer Science,76.2,3.2,3.56,8.2,11,3.48,8,72.2
ID02391,Male,18,Computer Science,87.9,2.1,3.52,6.6,8,3.75,6,68.53
ID02392,Male,19,Business,82.8,3.1,2.47,6.6,10,2.6,4,57.81
ID02393,Male,22,Business,83.6,3.3,2.6,6.4,10,3.06,7,66.85
ID02394,Male,22,Business,87.7,7.5,2.95,4.2,8,3.28,5,78.7
ID02395,Female,24,Mathematics,65.3,1.4,2.67,8.6,10,2.56,6,56.4
ID02396,Male,24,Psychology,85.6,2.5,3.96,5.5,11,4.0,7,77.84
ID02397,Male,21,Computer Science,87.5,4.2,3.0,4.0,4,3.27,8,66.92
ID02398,Male,18,Psychology,86.9,2.0,3.54,8.6,5,3.75,5,70.98
ID02399,Female,21,Psychology,81.8,9.3,3.36,7.7,8,3.91,5,85.12
ID02400,Female,18,Business,100.0,10.2,3.23,5.0,14,3.88,7,92.42
ID02401,Male,19,Psychology,79.7,4.0,3.12,8.6,6,3.13,4,73.53
ID02402,Male,22,Computer Science,88.4,5.6,3.72,8.0,10,4.0,6,86.34
ID02403,Male,24,Computer Science,100.0,8.5,2.69,7.0,5,3.32,7,76.77
ID02404,Male,22,Economics,83.8,3.7,3.96,6.5,8,4.0,6,82.87
ID02405,Female,19,Engineering,88.2,5.4,2.46,6.8,5,2.94,5,65.71
ID02406,Female,21,Mathematics,83.6,1.9,3.49,7.3,4,3.8,8,72.08
ID02407,Male,21,Psychology,100.0,1.0,2.4,5.8,7,2.48,5,66.11
ID02408,Male,20,Mathematics,81.1,6.7,2.94,8.7,9,3.22,7,68.81
ID02409,Female,24,Mathematics,100.0,3.8,3.15,7.8,4,3.61,6,75.21
ID02410,Male,24,Mathematics,83.4,10.0,2.86,6.8,10,3.61,4,83.81
ID02411,Female,24,Economics,72.1,2.8,3.01,9.6,4,2.72,6,60.61
ID02412,Male,18,Mathematics,95.2,1.7,2.41,6.5,8,2.64,4,58.41
ID02413,Male,21,Economics,80.4,6.4,2.61,9.3,5,2.82,8,67.2
ID02414,Male,19,Computer Science,94.3,9.5,3.35,7.4,8,3.9,7,87.97
ID02415,Male,21,Psychology,44.1,1.9,3.11,8.1,5,2.62,5,52.8
ID02416,Female,22,Economics,85.1,2.2,2.75,6.4,7,2.88,6,65.27
ID02417,Male,18,Engineering,78.1,8.3,3.76,4.2,13,3.91,7,89.82
ID02418,Male,24,Mathematics,69.1,11.7,2.49,7.7,4,3.01,5,76.44
ID02419,Male,23,Engineering,76.7,5.4,2.92,5.2,6,2.91,5,67.51
ID02420,Male,20,Computer Science,76.4,2.6,2.85,6.1,5,2.72,6,63.75
ID02421,Male,18,Computer Science,84.3,7.9,3.41,7.1,10,3.92,5,81.06
ID02422,Male,22,Business,64.5,3.4,3.12,6.0,7,3.18,7,64.83
ID02423,Female,24,Mathematics,89.7,2.7,3.05,7.0,6,3.51,4,76.22
ID02424,Male,22,Business,100.0,2.9,2.18,7.3,8,2.47,8,61.06
ID02425,Male,22,Engineering,89.2,5.9,3.53,4.8,12,4.0,5,79.07
ID02426,Female,24,Psychology,97.1,4.1,2.99,7.4,5,3.54,6,74.13
ID02427,Male,22,Business,100.0,5.2,3.16,6.1,4,3.59,4,74.79
ID02428,Female,19,Computer Science,100.0,6.5,2.73,5.4,7,2.96,5,71.94
ID02429,Male,20,Mathematics,100.0,3.5,2.65,4.0,10,3.03,7,65.31
ID02430,Female,23,Engineering,77.5,6.9,3.85,4.7,12,4.0,5,84.78
ID02431,Female,22,Economics,74.2,4.0,2.21,7.0,7,2.41,4,59.75
ID02432,Female,22,Computer Science,96.8,2.9,2.57,7.1,10,3.05,6,67.07
ID02433,Female,21,Economics,95.6,1.5,3.84,7.8,10,3.98,4,81.27
ID02434,Male,20,Psychology,96.6,3.4,3.42,9.6,6,3.57,5,74.68
ID02435,Female,18,Mathematics,100.0,8.8,2.94,9.0,7,3.5,6,81.4
ID02436,Male,20,Psychology,85.2,6.3,3.72,8.5,13,4.0,6,85.87
ID02437,Male,20,Psychology,91.4,5.2,3.32,8.8,6,3.78,7,77.02
ID02438,Male,24,Mathematics,70.3,2.0,3.22,7.3,6,3.07,7,65.01
ID02439,Male,24,Mathematics,100.0,2.9,3.21,7.2,10,3.57,8,76.26
ID02440,Male,24,Economics,80.0,5.8,3.33,9.3,4,3.85,4,76.34
ID02441,Female,23,Psychology,80.4,6.6,3.35,7.3,10,3.72,5,80.04
ID02442,Male,20,Engineering,79.8,6.3,4.0,7.4,10,4.0,4,92.33
ID02443,Female,23,Economics,75.3,4.7,3.0,8.7,6,2.95,4,68.96
ID02444,Female,22,Mathematics,74.1,2.4,3.02,6.6,7,2.82,5,68.39
ID02445,Male,24,Computer Science,77.1,6.6,2.48,6.8,5,2.53,6,68.25
ID02446,Male,22,Economics,64.5,2.9,3.07,5.0,4,2.92,8,59.74
ID02447,Male,24,Business,73.2,6.7,4.0,6.3,5,4.0,7,83.39
ID02448,Male,19,Engineering,100.0,3.4,3.59,6.5,13,3.86,7,78.66
ID02449,Male,23,Economics,96.0,9.7,2.83,6.6,10,3.36,7,79.75
ID02450,Male,23,Mathematics,98.9,3.2,3.12,8.2,8,3.48,4,73.75
ID02451,Male,18,Mathematics,100.0,3.1,2.45,5.5,8,2.7,8,66.73
ID02452,Female,21,Engineering,100.0,3.8,2.62,9.2,7,3.02,8,72.39
ID02453,Female,20,Business,58.4,2.5,3.17,4.0,8,2.63,4,64.11
ID02454,Male,18,Economics,66.6,2.2,2.85,7.9,9,2.64,6,58.9
ID02455,Female,23,Economics,72.9,2.4,2.58,8.2,9,2.39,8,52.25
ID02456,Male,18,Psychology,78.0,8.1,3.34,8.0,7,3.42,6,81.84
ID02457,Male,19,Computer Science,80.5,2.3,3.06,8.6,13,3.38,8,66.88
ID02458,Female,21,Mathematics,78.3,3.2,2.32,6.7,8,2.21,8,58.42
ID02459,Male,23,Economics,88.3,12.3,2.06,8.9,6,2.58,6,81.32
ID02460,Male,23,Economics,85.5,6.8,2.81,6.0,2,3.42,4,77.33
ID02461,Female,20,Economics,74.2,6.7,2.31,6.1,10,2.58,5,66.07
ID02462,Female,24,Business,52.4,11.3,2.17,10.0,9,2.01,5,62.65
ID02463,Female,21,Computer Science,70.1,3.8,3.66,7.3,10,3.7,6,73.91
ID02464,Female,19,Economics,76.8,1.1,3.05,8.4,9,2.83,6,63.05
ID02465,Female,22,Engineering,81.3,6.4,2.97,7.7,8,3.39,6,71.64
ID02466,Male,18,Mathematics,68.1,3.5,3.01,8.1,10,2.79,4,66.91
ID02467,Male,20,Psychology,77.6,12.4,2.53,4.0,11,3.01,5,80.06
ID02468,Male,23,Engineering,68.0,1.0,3.31,7.6,10,3.11,7,61.25
ID02469,Male,22,Mathematics,83.1,2.2,3.03,7.0,11,3.27,4,70.43
ID02470,Male,19,Business,68.9,2.8,2.72,8.5,8,2.76,5,60.53
ID02471,Male,21,Computer Science,72.3,3.8,2.8,5.8,11,2.67,8,58.99
ID02472,Female,18,Computer Science,65.4,1.6,2.49,8.8,7,2.13,4,53.63
ID02473,Female,20,Mathematics,82.7,4.9,2.9,5.2,6,3.35,6,71.19
ID02474,Female,23,Engineering,72.0,2.7,2.98,6.3,7,2.96,5,67.29
ID02475,Male,23,Psychology,98.6,7.0,2.88,4.6,11,3.28,4,77.24
ID02476,Female,22,Business,91.1,8.5,3.13,5.4,7,3.63,6,85.3
ID02477,Male,22,Mathematics,84.0,3.3,3.06,7.0,7,3.25,6,70.24
ID02478,Female,18,Business,73.0,5.4,3.22,9.1,8,3.33,4,69.38
ID02479,Male,21,Computer Science,90.7,4.0,3.57,7.1,12,3.81,4,75.52
ID02480,Female,19,Economics,95.4,3.8,3.4,5.1,10,3.56,4,81.57
ID02481,Male,24,Economics,87.1,1.6,3.58,4.0,8,3.76,7,77.79
ID02482,Female,21,Psychology,100.0,3.7,2.68,8.0,6,3.11,8,70.22
ID02483,Female,21,Business,91.9,6.6,2.85,6.0,5,3.42,4,79.85
ID02484,Male,21,Mathematics,98.7,5.0,3.43,6.2,5,3.66,5,85.01
ID02485,Male,24,Psychology,87.0,2.2,3.44,8.6,14,3.7,5,75.5
ID02486,Female,18,Engineering,95.1,1.6,2.76,6.8,11,3.06,5,62.19
ID02487,Male,24,Economics,73.0,3.6,3.41,6.6,5,3.48,5,77.53
ID02488,Female,18,Mathematics,78.1,2.5,2.63,7.2,7,2.79,4,62.3
ID02489,Female,24,Business,90.2,2.7,3.34,9.2,3,3.46,6,72.72
ID02490,Male,19,Psychology,90.1,2.5,3.09,7.4,11,3.44,5,68.01
ID02491,Male,21,Mathematics,92.6,4.0,2.41,4.0,4,2.69,5,65.06
ID02492,Male,18,Psychology,100.0,5.6,2.88,5.8,16,2.87,5,70.79
ID02493,Female,24,Psychology,63.6,2.4,4.0,6.6,12,4.0,8,77.8
ID02494,Male,19,Psychology,70.4,2.4,3.2,8.3,4,3.03,7,63.54
ID02495,Male,24,Business,88.4,1.7,4.0,5.1,5,4.0,6,81.61
ID02496,Male,23,Mathematics,74.1,4.4,2.38,7.2,9,2.47,5,58.49
ID02497,Female,19,Computer Science,100.0,6.6,3.48,6.9,7,3.96,8,85.26
ID02498,Female,21,Computer Science,92.7,3.7,1.83,8.5,7,2.05,8,53.47
ID02499,Female,20,Business,83.8,5.7,3.1,5.5,6,3.3,4,74.49
ID02500,Male,21,Business,77.3,7.6,3.42,7.3,6,3.55,8,87.22
ID02501,Female,20,Economics,77.8,4.6,3.52,9.3,8,3.35,7,81.21
ID02502,Female,19,Psychology,85.5,2.2,2.7,8.3,8,2.95,4,63.96
ID02503,Female,23,Mathematics,86.7,2.1,3.62,7.9,10,3.97,7,75.57
ID02504,Female,23,Mathematics,78.1,2.3,2.83,6.5,12,2.85,4,65.57
ID02505,Male,18,Engineering,80.9,10.4,3.02,7.2,8,3.86,4,85.94
ID02506,Male,23,Engineering,100.0,12.0,2.88,6.8,11,3.54,4,86.11
ID02507,Female,22,Computer Science,100.0,3.2,2.53,8.3,11,2.87,6,65.96
ID02508,Male,19,Engineering,88.8,7.4,3.88,7.8,8,4.0,7,84.88
ID02509,Female,18,Engineering,64.9,8.1,3.12,6.1,10,3.2,6,78.69
ID02510,Female,23,Computer Science,93.1,1.6,3.64,9.6,10,3.57,4,82.72
ID02511,Male,19,Economics,100.0,10.0,3.62,8.8,9,4.0,4,95.02
ID02512,Female,21,Computer Science,100.0,3.4,2.62,5.7,7,2.95,8,61.45
ID02513,Male,23,Engineering,96.0,3.3,3.71,6.5,4,4.0,8,83.44
ID02514,Male,24,Mathematics,100.0,1.8,3.35,6.8,7,3.58,7,71.95
ID02515,Female,20,Engineering,85.8,10.4,2.58,8.2,7,2.97,4,75.73
ID02516,Female,19,Psychology,94.4,4.2,3.32,5.8,8,3.39,8,79.53
ID02517,Male,18,Psychology,74.8,9.8,2.59,6.0,6,3.1,7,74.68
ID02518,Male,21,Psychology,89.4,7.8,3.9,8.3,9,4.0,6,90.11
ID02519,Female,22,Economics,100.0,3.2,3.51,7.8,8,3.93,4,77.71
ID02520,Female,21,Business,76.2,4.3,3.06,4.1,6,2.85,8,70.1
ID02521,Female,23,Psychology,72.1,2.6,3.73,8.0,9,3.58,6,73.28
ID02522,Male,20,Mathematics,86.5,2.8,2.31,4.8,9,2.37,4,55.66
ID02523,Male,21,Economics,81.6,5.2,2.73,6.0,5,3.05,5,67.34
ID02524,Male,22,Business,94.7,6.2,2.97,6.5,12,3.39,6,77.93
ID02525,Female,24,Business,78.2,1.1,4.0,6.3,10,3.75,4,76.22
ID02526,Male,18,Psychology,100.0,1.1,2.56,6.0,5,2.95,5,58.16
ID02527,Male,19,Engineering,65.7,2.9,2.25,5.4,6,1.95,6,56.13
ID02528,Female,20,Computer Science,100.0,4.7,2.38,7.8,14,2.87,8,58.91
ID02529,Male,22,Engineering,73.5,8.2,3.55,4.6,8,3.72,4,82.25
ID02530,Female,23,Engineering,58.1,4.1,2.8,6.2,5,2.39,6,59.36
ID02531,Female,23,Business,88.6,3.4,3.02,8.2,12,3.09,8,70.92
ID02532,Female,23,Business,81.2,5.6,3.48,7.6,10,3.95,8,81.03
ID02533,Male,20,Economics,68.4,2.2,3.02,4.9,4,2.81,8,66.41
ID02534,Male,21,Economics,59.8,4.2,3.2,4.1,7,2.84,4,65.21
ID02535,Female,20,Business,84.9,3.7,3.37,5.4,10,3.62,8,76.72
ID02536,Female,23,Mathematics,99.6,4.4,2.88,4.0,9,3.18,8,73.89
ID02537,Female,24,Mathematics,93.8,7.6,3.02,7.1,14,3.58,5,75.04
ID02538,Male,22,Computer Science,85.9,1.2,3.22,6.3,7,3.26,6,73.85
ID02539,Female,19,Business,92.2,3.8,3.53,6.4,8,3.97,6,74.87
ID02540,Female,19,Psychology,84.6,6.1,2.7,7.8,5,3.07,6,71.73
ID02541,Female,20,Economics,63.6,5.4,1.59,8.3,5,1.46,5,49.73
ID02542,Female,23,Business,63.7,1.3,3.44,7.4,7,3.2,8,66.65
ID02543,Female,18,Mathematics,82.0,1.1,3.56,6.7,9,3.66,8,70.17
ID02544,Female,24,Business,82.6,5.9,3.2,5.9,5,3.6,5,78.93
ID02545,Male,20,Mathematics,97.8,1.3,3.23,6.5,6,3.43,8,66.78
ID02546,Male,23,Business,96.4,4.3,2.82,7.3,7,3.03,5,71.28
ID02547,Male,21,Psychology,94.1,7.3,3.35,8.4,5,3.58,7,82.5
ID02548,Male,19,Computer Science,80.8,1.5,3.53,4.9,5,3.46,6,69.71
ID02549,Male,19,Psychology,64.3,9.9,3.13,5.3,5,3.34,6,80.2
ID02550,Male,24,Mathematics,91.2,5.8,4.0,7.0,10,4.0,4,92.63
ID02551,Male,19,Economics,92.9,14.0,2.32,4.0,9,3.1,7,82.1
ID02552,Male,18,Economics,49.2,3.0,3.18,7.4,9,3.0,5,64.37
ID02553,Female,23,Engineering,72.5,8.4,2.51,8.6,6,2.61,5,69.59
ID02554,Female,23,Psychology,74.6,3.2,3.54,10.0,7,3.31,4,71.05
ID02555,Male,24,Business,86.8,4.1,2.31,7.1,11,2.79,8,60.89
ID02556,Female,23,Computer Science,72.9,2.6,2.43,8.3,6,2.4,4,55.94
ID02557,Male,24,Business,84.4,4.0,2.78,7.0,4,3.17,7,65.24
ID02558,Male,23,Business,81.8,6.8,3.23,9.4,10,3.78,8,79.75
ID02559,Male,18,Psychology,82.6,10.0,2.8,6.4,10,3.5,4,79.85
ID02560,Male,22,Computer Science,74.3,2.3,2.81,7.5,14,2.79,6,57.04
ID02561,Female,20,Engineering,75.4,4.5,3.01,7.9,11,3.09,6,64.28
ID02562,Female,20,Business,68.8,2.8,2.98,7.6,6,3.02,5,65.05
ID02563,Male,23,Computer Science,90.7,4.6,3.84,5.8,10,4.0,7,82.23
ID02564,Male,21,Engineering,93.6,7.4,3.44,4.9,8,3.77,6,86.41
ID02565,Male,19,Business,73.4,3.0,2.94,8.5,9,3.02,6,67.12
ID02566,Male,18,Computer Science,100.0,5.2,4.0,7.4,7,4.0,6,86.59
ID02567,Male,21,Psychology,80.3,2.2,3.35,7.1,12,3.48,8,66.3
ID02568,Male,21,Economics,100.0,7.7,2.62,8.3,13,3.07,7,81.45
ID02569,Female,23,Economics,75.4,6.3,3.23,8.3,8,3.41,5,76.92
ID02570,Female,18,Business,54.6,2.4,3.37,7.5,12,2.86,8,63.53
ID02571,Male,20,Business,91.0,2.4,2.76,8.0,7,2.88,8,62.7
ID02572,Female,19,Computer Science,88.7,8.7,2.57,6.2,10,3.17,8,73.38
ID02573,Male,20,Economics,85.5,11.7,3.14,7.8,9,3.69,7,84.38
ID02574,Male,21,Business,75.4,2.5,2.92,4.6,4,2.93,5,66.65
ID02575,Male,19,Engineering,84.5,6.8,3.84,7.0,5,4.0,7,85.19
ID02576,Female,22,Business,77.3,3.2,3.47,8.1,8,3.47,5,76.72
ID02577,Female,21,Economics,80.5,8.7,2.78,5.9,6,3.39,5,74.55
ID02578,Female,20,Mathematics,97.6,3.4,3.31,7.2,7,3.7,6,73.58
ID02579,Male,20,Economics,87.8,6.0,3.73,7.5,5,4.0,8,83.96
ID02580,Female,23,Engineering,94.1,4.4,2.4,5.7,1,2.48,6,57.45
ID02581,Male,20,Computer Science,81.5,0.8,2.59,8.7,4,2.82,5,57.23
ID02582,Female,18,Engineering,79.9,2.3,3.09,7.5,8,3.14,6,66.55
ID02583,Male,21,Mathematics,67.7,5.9,3.12,4.5,4,3.12,5,74.1
ID02584,Male,24,Mathematics,79.4,5.5,3.07,7.1,7,3.31,7,67.4
ID02585,Female,24,Business,35.2,4.7,2.94,9.2,2,2.45,5,62.11
ID02586,Female,19,Business,76.1,10.2,2.94,7.0,5,3.23,6,82.31
ID02587,Male,20,Economics,83.8,6.5,3.29,6.0,11,3.7,5,82.94
ID02588,Female,23,Psychology,93.5,6.1,3.67,6.2,9,3.97,5,85.88
ID02589,Male,23,Engineering,81.0,0.8,2.86,6.8,9,3.15,8,64.22
ID02590,Female,20,Economics,90.2,6.7,4.0,5.2,3,4.0,5,86.54
ID02591,Female,18,Psychology,52.3,1.4,4.0,9.1,12,3.55,4,73.01
ID02592,Female,23,Economics,84.1,4.0,3.76,8.4,7,3.98,5,78.41
ID02593,Female,24,Mathematics,59.8,1.4,3.41,8.6,9,2.97,6,59.68
ID02594,Male,19,Business,66.9,5.3,4.0,4.7,7,4.0,4,78.95
ID02595,Male,21,Business,82.2,7.5,2.95,7.2,13,3.42,5,76.13
ID02596,Female,22,Economics,100.0,3.8,2.68,8.6,10,2.85,4,66.98
ID02597,Male,18,Business,90.6,3.9,2.84,5.6,8,3.13,6,70.63
ID02598,Male,23,Computer Science,85.3,2.1,2.6,6.9,9,2.93,7,55.85
ID02599,Male,21,Economics,84.7,7.5,3.16,5.4,8,3.57,8,73.24
ID02600,Male,22,Mathematics,74.3,1.5,3.25,8.3,9,3.22,5,70.38
ID02601,Female,20,Economics,76.8,4.4,3.2,6.7,10,3.21,8,74.71
ID02602,Male,20,Economics,91.4,3.8,3.09,6.9,6,3.49,5,69.79
ID02603,Female,19,Business,64.2,5.0,3.17,5.3,12,3.24,7,69.63
ID02604,Male,22,Mathematics,93.9,6.4,3.97,9.3,8,4.0,6,93.92
ID02605,Male,20,Economics,79.2,3.6,3.41,7.1,5,3.25,7,75.15
ID02606,Male,20,Business,97.4,6.8,3.56,8.2,12,4.0,7,87.34
ID02607,Male,24,Engineering,99.4,3.9,3.2,7.6,11,3.54,6,79.94
